5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
00401,,Lower Elwha Klallam Tribe,LEKT,,Active,Reduced Reporter,Tribe,Tribe, ,,,09/30/2015,1/31/2016,2851 Lower Elwha Road,,Port Angeles,WA,98363,,,10,www.elwha.org,,910838085,10,"1,600",0,Washington Non-UZA,"Lower Elwha Reservation and Off-Reservation Trust Land, WA",0,0,0,,1,,1,,
10001,1001,Rhode Island Public Transit Authority,RIPTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,705 Elmwood Ave,,Providence,RI,2907,,,1,http://www.RIPTA.com/,1388,41275652,"1,436","1,048,319",39,"Providence, RI-MA",,"1,190,956","2,185",545,Y,275,29,304,,
10002,1002,Manchester Transit Authority,MTA,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,110 Elm Street,,Manchester,NH,3101,2799,,1,http://www.mtabus.org/,1387,136155533,63,"135,366",209,"Manchester, NH",,"158,377","1,838",86,Y,17,,17,,
10003,1003,Massachusetts Bay Transportation Authority,MBTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,10 Park Plaza,,Boston,MA,2116,3974,,1,http://www.mbta.com/,1369,122872260,"3,244","3,109,308",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,"1,317","1,027","2,344",,
10004,1004,Brockton Area Transit Authority,BAT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,155 Court Street,,Brockton,MA,2302,4608,,1,http://www.ridebat.com/,1370,97450936,86,"254,648",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,,86,86,,
10005,1005,Lowell Regional Transit Authority,LRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,145 Thorndike Street,,Lowell,MA,1852,3308,,1,http://www.lrta.com/,1375,81578775,282,"338,186",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,16,59,75,,
10006,1006,Southeastern Regional Transit Authority,SRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,"700 Pleasant Street, 3rdFloor",,New Bedford,MA,2740,6263,,1,http://www.srtabus.com/,5002,97442461,47,"186,731",219,"New Bedford, MA",,"149,443","2,712",55,Y,,71,71,,
10007,1007,Berkshire Regional Transit Authority,BRTA,,Active,Full Reporter,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately", ,,,06/30/2015,10/31/2015,"One Columbus Avenue, Suite 201",,Pittsfield,MA,1201,,,1,http://www.berkshirerta.com/,1378,879333219,384,"127,500",448,"Pittsfield, MA",,"59,124","1,765",34,Y,,23,23,,
10008,1008,Pioneer Valley Transit Authority,PVTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,2808 Main Street,,Springfield,MA,1107,,,1,http://www.pvta.com/,1379,79225835,302,"551,543",65,"Springfield, MA-CT",,"621,300","1,783",349,Y,,254,254,,
10013,1013,Merrimack Valley Regional Transit Authority,MVRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,85 Railroad Avenue,,Haverhill,MA,1835,7295,,1,http://www.mvrta.com/,1374,90159711,225,"306,339",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,,64,64,,
10014,1014,Worcester Regional Transit Authority,WRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,60 Foster Street,,Worcester,MA,1608,,,1,http://www.therta.com/,1380,92196856,866,"479,329",81,"Worcester, MA-CT",,"486,514","1,600",304,Y,52,36,88,,
10015,1015,Lewiston-Auburn Transit Committee,LATC,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,09/30/2015,1/31/2016,125 Manley Road,,Auburn,ME,4210,,,1,http://www.purplebus.org/,,86876661,19,"46,052",446,"Lewiston, ME",,"59,397","1,678",35,Y,,9,9,,
10016,1016,Greater Portland Transit District,METRO,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,114 Valley Street,,Portland,ME,4102,3039,,1,http://www.gpmetrobus.com/,1348,61852653,32,"94,873",177,"Portland, ME",,"203,914","1,500",136,Y,26,,26,,
10017,1017,Greater Hartford Transit District,GHTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,One Union Place,,Hartford,CT,6103,,,1,http://www.hartfordtransit.org/,1335,69239044,620,"1,249,265",47,"Hartford, CT",,"924,859","1,792",516,Y,,114,114,,
10040,1040,Southeast Area Transit,SEAT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,21 Route 12,,Preston,CT,6365,,,1,http://www.seatbus.com/,1340,958187429,305,"216,165",174,"Norwich-New London, CT-RI",,"209,190","1,376",152,Y,18,3,21,,
10042,1042,Valley Transit District,VTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,41 Main Street,,Derby,CT,6418,,,1,http://www.valleytransit.org/,1859,60020179,58,"88,364",48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,Y,12,,12,,
10045,1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,CDOT CTTransit DATTCO,,Active,Full Reporter,Full Reporter,Private Provider Reporting on Behalf of a Public Entity, ,,,06/30/2015,10/31/2015,583 South Street,,New Britain,CT,6051,,,1,http://www.dattco.com/,,18727560,13,"73,941",47,"Hartford, CT",,"924,859","1,792",516,Y,,23,23,,
10048,1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,CTTransit,,Active,Full Reporter,Full Reporter,State Government Unit or Department of Transportation, ,,,06/30/2015,10/31/2015,100 Leibert Road,,Hartford,CT,6141,66,66,1,http://www.cttransit.com/,5152,98106495,664,"851,535",47,"Hartford, CT",,"924,859","1,792",516,Y,233,,233,,
10049,1049,The Greater New Haven Transit District,GNHTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,840 Sherman Avenue,,Hamden,CT,6514,,,1,http://www.gnhtd.org/,1337,23313091,197,"451,486",72,"New Haven, CT",,"562,839","1,839",306,Y,74,,74,,
10050,1050,Greater Bridgeport Transit Authority,GBT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,One Cross Street,,Bridgeport,CT,6610,,,1,http://www.gogbt.com/,1752,23036544,90,"291,035",48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,Y,43,21,64,,
10051,1051,Housatonic Area Regional Transit ,HARTransit,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,62 Federal Road,,Danbury,CT,6810,,,1,http://www.hartransit.com/,1754,29864048,124,"154,855",201,"Danbury, CT-NY",,"168,136","1,277",132,Y,39,,39,,
10053,1053,Cape Ann Transportation Authority,CATA,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,3 Pond Road,,Gloucester,MA,1931,780,780,1,www.canntran.com,1372,867699811,80,"54,099",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,,19,19,,
10055,1055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,CTTRANSIT,,Active,Full Reporter,Full Reporter,State Government Unit or Department of Transportation, ,,,06/30/2015,10/31/2015,100 Leibert Road,,Hartford,CT,6141,66,66,1,http://www.cttransit.com/,5152,826992554,456,"531,314",72,"New Haven, CT",,"562,839","1,839",306,Y,97,,97,,
10056,1056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,CTTransit,,Active,Full Reporter,Full Reporter,State Government Unit or Department of Transportation, ,,,06/30/2015,10/31/2015,100 Leibert Road,,Hartford,CT,6141,66,66,1,http://www.cttransit.com/,5152,107254492,133,"281,327",48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,Y,42,,42,,
10057,1057,Norwalk Transit District,,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,275 Wilson Avenue,,Norwalk,CT,6854,4615,,1,http://www.norwalktransit.com/,1339,89623433,45,"108,700",48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,Y,64,28,92,,
10061,1061,Montachusett Regional Transit Authority,MART,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,1427R Water Street,,Fitchburg,MA,1420,7266,,1,http://www.mrta.us/,1371,879328094,624,"228,778",269,"Leominster-Fitchburg, MA",,"116,960","1,798",65,Y,,169,169,,
10063,1063,Middletown Transit District,MTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,340 Main Street,,Middletown,CT,6457,,,1,http://www.middletownareatransit.org/,1336,21811799,193,"90,320",47,"Hartford, CT",,"924,859","1,792",516,Y,16,,16,,
10064,1064,Greater Attleboro-Taunton Regional Transit Authority,GATRA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,10 Oak Street,Second Floor,Taunton,MA,2780,,,1,http://www.gatra.org/,1365,168712131,72,"98,175",39,"Providence, RI-MA",,"1,190,956","2,185",545,Y,,113,113,,
10066,1066,Chittenden County Transportation Authority,CCTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,15 Industrial Parkway,,Burlington,VT,5401,,,1,http://www.cctaride.org/,1394,60542982,61,"93,656",285,"Burlington, VT",,"108,740","1,761",62,Y,54,20,74,,
10069,1069,"Regional Transportation Program, Inc.",RTP,,Active,Reduced Reporter,Reduced Reporter,Private-Non-Profit Corporation, ,,,09/30/2015,1/31/2016,127 St. John Street,,Portland,ME,4102,3072,,1,http://www.rtprides.org/,,60994266,53,"265,612",177,"Portland, ME",,"203,914","1,500",136,Y,25,,25,,
10086,1086,Cooperative Alliance for Seacoast Transportation,COAST,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,42 Sumner Drive,,Dover,NH,3820,5451,,1,http://www.coastbus.org/,5156,5905067,143,"146,895",331,"Dover-Rochester, NH-ME",,"88,087","1,326",66,Y,17,,17,,
10087,1087,Nashua Transit System,NTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,11 Riverside St.,,Nashua,NH,3062,,,1,http://WWW.GONASHUA.COM/,2413,830711656,32,"86,933",160,"Nashua, NH-MA",,"226,400","1,242",182,Y,,15,15,,
10088,1088,Casco Bay Island Transit District,CBITD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,03/31/2015,10/31/2015,P. O. Box 4656,,Portland,ME,4112,4656,4656,1,http://www.cascobaylines.com/,1883,2576254,111,"66,765",177,"Portland, ME",,"203,914","1,500",136,Y,4,,4,,
10096,1096,City of Bangor - BAT Community Connector,BAT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,73 Harlow Street,,Bangor,ME,4401,,,1,http://www.bangormaine.gov/,7140,71739692,29,"55,500",441,"Bangor, ME",,"61,210","1,440",43,Y,14,,14,,
10098,1098,"Western Maine Transportation Services, Inc.",WMTS,,Active,Reduced Reporter,Reduced Reporter,Private-Non-Profit Corporation, ,,,09/30/2015,1/31/2016,76 Merrow Road,,Auburn,ME,4210,1714,,1,http://www.wmtsbus.org/,,8406014,"4,247","188,015",446,"Lewiston, ME",,"59,397","1,678",35,Y,29,,29,,
10099,1099,York County Community Action Corporation,YCCAC,,Active,Reduced Reporter,Reduced Reporter,Private-Non-Profit Corporation, ,,,10/31/2015,4/30/2016,6 Spruce Street,,Sanford,ME,4073,72,72,1,http://www.yccac.org/,,99366536,90,"95,000",329,"Portsmouth, NH-ME",,"88,200",952,93,N,30,,30,,
10102,1102,Connecticut Department of Transportation,CDOT,,Active,Full Reporter,Full Reporter,State Government Unit or Department of Transportation, ,,,06/30/2015,10/31/2015,2800 Berlin Turnpike,,Newington,CT,6131,7546,,1,http://www.ct.gov/dot/,1334,807854583,171,"448,608",47,"Hartford, CT",,"924,859","1,792",516,Y,,43,43,,
10105,1105,Cape Cod Regional Transit Authority,CCRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,"215 Iyannough Road, Route 28",,Hyannis,MA,2601,,1988,1,http://www.capecodrta.org/,1368,97442461,394,"221,049",152,"Barnstable Town, MA",,"246,695",890,277,Y,,335,335,,
10107,1107,Milford Transit District,MTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,259 Research Drive,,Milford,CT,6460,,,1,http://www.milfordtransit.com/,1755,175745686,24,"52,759",48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,Y,14,,14,,
10108,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,GHRC,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,1404 Blue Hills,,Bloomfield,CT,6002,,7237,1,http://www.rideshare.com/,,39279484,"4,909","3,708,000",47,"Hartford, CT",,"924,859","1,792",516,Y,228,,228,,
10112,1112,South Portland Bus Service,SPBS,South Portland Bus Service,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,25 Cottage Road,,South Portland,ME,4116,9422,9422,1,http://www.southportland.org/,7141,37710373,14,"25,200",177,"Portland, ME",,"203,914","1,500",136,Y,8,,8,,
10114,1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,ShuttleBus,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,13 Pomerleau Street,,Biddeford,ME,4005,,,1,http://www.shuttlebus-zoom.com/,7126,166438317,100,"67,302",177,"Portland, ME",,"203,914","1,500",136,Y,9,,9,,
10115,1115,Northern New England Passenger Rail Authority,NNEPRA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,75 West Commercial Street,Suite 104,Portland,ME,4101,,,1,http://www.amtrakdowneaster.com/,5691,876964227,"3,706","1,431,087",177,"Portland, ME",,"203,914","1,500",136,Y,,20,20,,
10117,1117,Plymouth & Brockton Street Railway Company,pbsr,,Active,Full Reporter,Full Reporter,Private-For-Profit Corporation, ,,,12/31/2015,4/30/2016,8 Industrial Park Road,,Plymouth,MA,2360,,,1,http://www.p-b.com/,,826840824,"1,057","718,439",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,18,,18,,
10118,1118,MetroWest Regional Transit Authority,MWRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,06/30/2015,10/31/2015,37 Waverley Street,,Framingham,MA,1702,,,1,http://www.mwrta.com/,6781,808401306,214,"231,198",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,,93,93,,
10119,1119,University Of New Hampshire - University Transportation Services,UNH UTS,,Active,Full Reporter,Full Reporter,University, ,,,06/30/2015,10/31/2015,295 Mast Road,Visitor Information Center,Durham,NH,3824,4728,,1,http://www.unh.edu/transportation/,6168,111089470,68,"111,590",331,"Dover-Rochester, NH-ME",,"88,087","1,326",66,Y,25,,25,,
10121,1121,Androscoggin Valley Council of Governments,AVCOG,,Active,Planning Reporter,Planning Reporter,"MPO, COG or Other Planning Agency", ,,,09/30/2015,1/31/2016,125 Manley Road,,Auburn,ME,4210,,,1,http://www.AVCOG.org/,,86876661,,,446,"Lewiston, ME",,"59,397","1,678",35,N,,,,,
10122,1122,"Jalbert Leasing, Inc. dba C&J",,,Active,Reduced Reporter,Reduced Reporter,Private-For-Profit Corporation, ,,,12/31/2015,4/30/2016,185 Grafton Drive,,Portsmouth,NH,3801,,,1,http://www.ridecj.com/,,782488548,"2,449","536,001",329,"Portsmouth, NH-ME",,"88,200",952,93,N,27,,27,,
10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,CART,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,09/30/2015,1/31/2016,33 Geremonty Drive,,Salem,NH,3079,,,1,http://www.cart-rides.org/,6799,809736197,172,"112,897",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",Y,,9,9,,
10125,1125,Berkshire Regional Transit Authority Council on Aging,BRTA,,Active,Reduced Reporter,Reduced Reporter,Consolidated Reporter, ,,,06/30/2015,10/31/2015,1 Columbus Avenue,Suite 201,Pittsfield,MA,1201,,,1,http://www.berkshirerta.com/,1378,879333219,384,"127,500",448,"Pittsfield, MA",,"59,124","1,765",34,N,,8,8,,
10126,1126,Worcester Regional Transit Authority COA,WRTA COA,,Active,Full Reporter,Full Reporter,Consolidated Reporter, ,,,06/30/2015,10/31/2015,60 Foster Street,,Worcester,MA,1608,,,1,http://www.therta.com/,1380,92196856,231,"169,643",81,"Worcester, MA-CT",,"486,514","1,600",304,Y,,16,16,,
10127,1127,City of Stamford,,,Active,Building Reporter,Building Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,888 Washington Boulevard,,Stamford,CT,6904,2152,10152,1,http://stamfordct.gov/,1751,72121601,,,48,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,N,,,,,
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,,,Active,Full Reporter,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately", ,,,06/30/2015,10/31/2015,1717 Thomaston Avenue,,Waterbury,CT,6704,,4670,1,http://www.northeastbus.com/,,18857680,116,"238,853",185,"Waterbury, CT",,"194,535","2,155",90,Y,,69,69,,
10129,1129,Massachusetts Department of Transportation,MassDOT,,Active,Full Reporter,Full Reporter,State Government Unit or Department of Transportation, ,,,06/30/2015,10/31/2015,10 Park Plaza,,Boston,MA,2116,,,1,http://www.mass.gov/massdot/,1349,824848659,"7,800","6,692,824",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,,81,81,,
10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,,,Active,Full Reporter,Full Reporter,Private Provider Reporting on Behalf of a Public Entity, ,,,06/30/2015,10/31/2015,257 Woodlawn Road,,Berlin,CT,6037,,,1,http://www.nbtrans.com/,,18730705,81,"203,562",47,"Hartford, CT",,"924,859","1,792",516,N,,13,13,,
10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Nason Partners,,Active,Reduced Reporter,Reduced Reporter,Private-For-Profit Corporation, ,,,06/30/2015,10/31/2015,"Nason Partners, LLC, dba Kelley Transit Company",,Torrington,CT,6790,,237,1,http://www.kelleytransit.com/,,602749108,74,"47,692",47,"Hartford, CT",,"924,859","1,792",516,Y,,4,4,,
10133,1133,"Boston Express Bus, Inc.",BX,,Active,Reduced Reporter,Reduced Reporter,Private-For-Profit Corporation, ,,,12/31/2015,4/30/2016,7 Langdon St.,,Concord,NH,3301,,,1,http://www.bostonexpressbus.com/,1385,12410029,502,"460,516",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,24,,24,,
10178,1156,Town of Bedford,,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,12 Mudge Way,,Bedford,MA,1730,,,1,http://www.bedfordma.gov/,0,97451355,14,"14,329",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,1,,1,,
10179,1157,City of Beverly,,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,191 Cabot Street,,Beverly,MA,1915,,,1,http://www.beverlyma.gov/,0,79515219,25,"39,502",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,,2,2,,
10180,1158,City of Burlington,,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,25 Center Street,,Burlington,MA,1803,,,1,http://www.burlington.org/residents/burlington_public_transit.php,0,0,25,"24,498",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,,3,3,,
10181,1159,Town of Lexington,Lexpess,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,06/30/2015,10/31/2015,Lexpress,39 Marrett Road,Lexington,MA,2421,,,1,http://www.lexpress.us/,0,76592716,25,"51,875",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,,3,3,,
10182,1160,"Mission Hill Link, Inc.",,,Active,Reduced Reporter,Reduced Reporter,Private-Non-Profit Corporation, ,,,06/30/2015,10/31/2015,,,Boston,MA,2122,,200868,1,,0,,10,"24,237",10,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",N,,2,2,,
10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",WHMVNSSA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,P.O. Box 284,,Woods Hole,MA,2543,,,1,www.steamshipauthority.com,,41030552,"2,100","242,595",152,"Barnstable Town, MA",,"246,695",890,277,N,24,,24,,
